date,temp_avg,temp_max,temp_min,precip,wind,humidity,year,month,heavy_rain,dry_day,heat_stress,high_wind,dry_spell
2010-01-01,17.65,20.88,15.01,31.85,2.02,90.13,2010,1,0,0,0,0,0
2010-01-02,17.11,20.13,14.46,26.84,1.21,82.84,2010,1,0,0,0,0,0
2010-01-03,19.59,24.96,14.86,7.55,1.69,78.52,2010,1,0,0,0,0,0
2010-01-04,18.23,21.08,16.16,28.3,1.25,85.35,2010,1,0,0,0,0,0
2010-01-05,19.56,24.47,15.48,9.61,1.89,77.39,2010,1,0,0,0,0,0
2010-01-06,19.37,23.96,15.03,9.47,1.49,77.04,2010,1,0,0,0,0,0
2010-01-07,19.3,24.0,14.79,5.96,1.64,73.74,2010,1,0,0,0,0,0
2010-01-08,19.32,23.82,14.65,8.93,1.45,74.74,2010,1,0,0,0,0,0
2010-01-09,18.35,21.75,15.75,14.38,1.97,82.34,2010,1,0,0,0,0,0
2010-01-10,18.83,22.62,14.52,5.15,1.31,77.72,2010,1,0,0,0,0,0
2010-01-11,19.9,24.6,16.16,2.57,1.45,73.52,2010,1,0,0,0,0,0
2010-01-12,19.98,25.55,14.61,0.33,2.18,68.69,2010,1,0,1,0,0,0
2010-01-13,19.17,25.24,13.52,0.82,2.95,64.33,2010,1,0,1,0,0,0
2010-01-14,18.91,25.6,12.94,0.16,2.89,65.25,2010,1,0,1,0,0,0
2010-01-15,19.6,26.44,12.35,0.36,2.33,66.96,2010,1,0,1,0,0,0
2010-01-16,19.95,26.34,13.27,0.31,2.39,65.14,2010,1,0,1,0,0,0
2010-01-17,20.19,26.68,13.53,0.18,2.53,66.29,2010,1,0,1,0,0,0
2010-01-18,20.52,26.9,14.46,0.07,2.79,65.26,2010,1,0,1,0,0,1
2010-01-19,20.13,26.68,13.04,0.05,2.64,62.87,2010,1,0,1,0,0,1
2010-01-20,20.36,26.83,13.96,0.16,2.59,65.32,2010,1,0,1,0,0,1
2010-01-21,20.53,26.89,13.88,0.42,2.06,66.53,2010,1,0,1,0,0,1
2010-01-22,20.52,26.33,15.53,3.06,1.56,67.69,2010,1,0,0,0,0,0
2010-01-23,20.44,26.06,14.7,2.39,1.39,70.25,2010,1,0,0,0,0,0
2010-01-24,20.42,27.39,14.76,1.52,3.21,65.27,2010,1,0,0,0,0,0
2010-01-25,19.99,27.01,12.71,1.01,3.12,63.4,2010,1,0,0,0,0,0
2010-01-26,19.92,27.62,13.59,0.62,3.07,59.24,2010,1,0,1,0,0,0
2010-01-27,19.4,27.16,12.29,0.04,3.17,56.62,2010,1,0,1,0,0,0
2010-01-28,20.01,27.17,13.27,0.05,2.81,58.76,2010,1,0,1,0,0,0
2010-01-29,21.15,27.77,14.0,0.0,2.15,62.93,2010,1,0,1,0,0,0
2010-01-30,21.69,28.11,14.77,0.02,1.78,58.97,2010,1,0,1,0,0,0
2010-01-31,21.39,28.34,14.35,0.94,2.77,61.35,2010,1,0,1,0,0,0
2010-02-01,21.77,28.31,15.25,0.28,2.61,60.8,2010,2,0,1,0,0,1
2010-02-02,21.85,28.91,14.86,0.11,2.52,53.94,2010,2,0,1,0,0,1
2010-02-03,22.04,29.51,14.96,3.52,2.41,59.99,2010,2,0,0,0,0,0
2010-02-04,20.26,26.89,16.19,11.2,2.38,74.31,2010,2,0,0,0,0,0
2010-02-05,18.55,21.65,16.28,10.62,1.59,84.61,2010,2,0,0,0,0,0
2010-02-06,19.64,23.6,16.01,5.38,1.09,79.1,2010,2,0,0,0,0,0
2010-02-07,18.75,21.55,16.48,4.08,1.09,82.97,2010,2,0,0,0,0,0
2010-02-08,20.88,26.87,15.69,1.87,1.9,70.43,2010,2,0,0,0,0,0
2010-02-09,21.09,28.04,14.13,0.08,2.0,62.0,2010,2,0,1,0,0,0
2010-02-10,20.91,28.79,13.81,0.0,2.49,54.7,2010,2,0,1,0,0,0
2010-02-11,21.5,29.02,14.12,0.09,2.02,58.91,2010,2,0,1,0,0,0
2010-02-12,21.9,27.73,15.59,0.92,2.54,62.1,2010,2,0,1,0,0,0
2010-02-13,22.56,29.13,15.79,0.1,2.58,61.07,2010,2,0,1,0,0,0
2010-02-14,22.86,28.85,17.05,0.9,2.3,64.67,2010,2,0,1,0,0,0
2010-02-15,22.14,28.21,17.0,1.09,1.87,65.7,2010,2,0,0,0,0,0
2010-02-16,20.71,25.57,17.82,3.25,1.73,73.1,2010,2,0,0,0,0,0
2010-02-17,19.5,23.28,17.37,13.41,1.84,82.53,2010,2,0,0,0,0,0
2010-02-18,20.2,25.42,16.56,2.98,1.64,73.82,2010,2,0,0,0,0,0
2010-02-19,21.98,28.09,15.91,4.45,2.46,67.32,2010,2,0,0,0,0,0
2010-02-20,21.32,26.01,17.95,9.45,1.75,72.1,2010,2,0,0,0,0,0
2010-02-21,21.85,27.3,16.94,5.41,1.64,71.6,2010,2,0,0,0,0,0
2010-02-22,21.21,25.68,17.13,5.99,2.11,72.66,2010,2,0,0,0,0,0
2010-02-23,21.61,27.56,16.83,7.33,1.88,71.85,2010,2,0,0,0,0,0
2010-02-24,22.06,28.37,16.46,4.68,2.05,68.22,2010,2,0,0,0,0,0
2010-02-25,21.08,26.75,17.09,7.14,2.14,75.57,2010,2,0,0,0,0,0
2010-02-26,19.56,22.86,17.34,10.66,1.8,85.6,2010,2,0,0,0,0,0
2010-02-27,18.65,20.73,17.27,13.38,1.6,89.21,2010,2,0,0,0,0,0
2010-02-28,18.52,21.99,15.83,35.91,2.28,85.37,2010,2,0,0,0,0,0
2010-03-01,19.03,23.06,15.96,4.25,2.15,81.01,2010,3,0,0,0,0,0
2010-03-02,19.54,23.39,15.91,9.98,1.71,78.32,2010,3,0,0,0,0,0
2010-03-03,19.79,24.42,15.77,29.05,2.12,79.49,2010,3,0,0,0,0,0
2010-03-04,18.76,23.14,15.05,13.17,2.0,79.53,2010,3,0,0,0,0,0
2010-03-05,20.68,26.4,15.01,13.74,1.4,76.26,2010,3,0,0,0,0,0
2010-03-06,20.31,24.44,17.39,16.4,1.33,79.8,2010,3,0,0,0,0,0
2010-03-07,20.73,26.19,16.46,6.17,1.44,77.57,2010,3,0,0,0,0,0
2010-03-08,20.59,26.58,16.52,6.24,1.44,78.87,2010,3,0,0,0,0,0
2010-03-09,21.53,27.88,15.66,0.22,2.02,72.03,2010,3,0,1,0,0,0
2010-03-10,21.44,27.97,15.75,0.48,2.25,72.43,2010,3,0,1,0,0,0
2010-03-11,21.61,28.57,15.2,0.23,2.76,66.0,2010,3,0,1,0,0,0
2010-03-12,21.22,28.4,14.22,0.29,2.91,62.88,2010,3,0,1,0,0,0
2010-03-13,21.3,28.04,14.45,0.48,2.73,61.3,2010,3,0,1,0,0,0
2010-03-14,21.26,28.21,15.36,0.2,3.18,65.7,2010,3,0,1,0,0,0
2010-03-15,20.88,28.3,13.89,1.75,3.89,64.64,2010,3,0,0,0,0,0
2010-03-16,21.47,28.03,15.66,2.52,3.0,69.57,2010,3,0,0,0,0,0
2010-03-17,21.84,29.25,15.46,0.85,2.71,68.1,2010,3,0,1,0,0,0
2010-03-18,21.74,28.33,15.08,0.11,1.77,67.18,2010,3,0,1,0,0,0
2010-03-19,21.41,27.99,15.4,1.08,1.87,69.09,2010,3,0,0,0,0,0
2010-03-20,21.4,28.33,16.0,5.83,2.48,72.74,2010,3,0,0,0,0,0
2010-03-21,19.31,22.39,17.07,32.75,1.24,82.2,2010,3,0,0,0,0,0
2010-03-22,20.29,25.42,17.24,18.4,1.48,79.41,2010,3,0,0,0,0,0
2010-03-23,19.18,22.45,17.19,13.31,1.12,84.63,2010,3,0,0,0,0,0
2010-03-24,18.28,21.37,16.28,29.74,1.17,86.01,2010,3,0,0,0,0,0
2010-03-25,19.09,23.26,15.3,9.26,1.55,82.85,2010,3,0,0,0,0,0
2010-03-26,19.04,24.04,16.0,13.98,1.6,85.33,2010,3,0,0,0,0,0
2010-03-27,19.35,25.05,15.28,10.77,1.92,82.68,2010,3,0,0,0,0,0
2010-03-28,18.71,22.63,16.67,6.79,1.76,84.54,2010,3,0,0,0,0,0
2010-03-29,18.93,23.46,15.91,10.49,2.2,83.25,2010,3,0,0,0,0,0
2010-03-30,19.61,24.66,15.56,5.22,1.38,80.1,2010,3,0,0,0,0,0
2010-03-31,18.97,23.2,15.26,4.58,1.53,83.77,2010,3,0,0,0,0,0
2010-04-01,20.96,26.72,16.51,3.85,1.46,76.1,2010,4,0,0,0,0,0
2010-04-02,20.1,23.79,17.27,8.53,0.89,82.58,2010,4,0,0,0,0,0
2010-04-03,20.47,26.2,15.66,5.14,1.2,78.16,2010,4,0,0,0,0,0
2010-04-04,20.64,26.1,16.14,1.91,1.29,77.4,2010,4,0,0,0,0,0
2010-04-05,21.07,27.15,16.52,4.89,1.72,76.35,2010,4,0,0,0,0,0
2010-04-06,21.26,27.72,15.87,0.07,1.4,70.28,2010,4,0,1,0,0,0
2010-04-07,21.33,27.69,14.91,1.97,1.97,72.33,2010,4,0,0,0,0,0
2010-04-08,21.6,27.24,17.2,3.95,1.32,75.3,2010,4,0,0,0,0,0
2010-04-09,21.5,27.31,16.57,0.9,1.78,74.63,2010,4,0,1,0,0,0
2010-04-10,21.31,27.91,14.76,0.34,1.8,64.77,2010,4,0,1,0,0,0
2010-04-11,21.47,26.97,14.94,1.16,1.73,68.4,2010,4,0,0,0,0,0
2010-04-12,21.59,26.91,16.67,2.45,1.42,72.05,2010,4,0,0,0,0,0
2010-04-13,20.86,24.62,17.21,3.29,1.68,75.83,2010,4,0,0,0,0,0
2010-04-14,21.15,26.49,16.78,12.52,1.31,75.31,2010,4,0,0,0,0,0
2010-04-15,19.27,22.47,16.97,46.31,1.87,84.51,2010,4,0,0,0,0,0
2010-04-16,19.56,24.4,15.93,14.67,1.31,82.74,2010,4,0,0,0,0,0
2010-04-17,20.2,25.75,16.13,10.24,1.16,80.38,2010,4,0,0,0,0,0
2010-04-18,20.56,25.93,16.66,10.07,1.23,79.33,2010,4,0,0,0,0,0
2010-04-19,20.62,25.99,16.63,7.72,1.17,78.7,2010,4,0,0,0,0,0
2010-04-20,20.35,24.02,17.35,1.36,1.23,79.63,2010,4,0,0,0,0,0
2010-04-21,21.45,27.07,16.02,4.88,1.55,71.54,2010,4,0,0,0,0,0
2010-04-22,20.59,25.85,15.32,12.09,1.19,76.34,2010,4,0,0,0,0,0
2010-04-23,19.0,21.19,17.09,20.93,2.31,87.04,2010,4,0,0,0,0,0
2010-04-24,19.71,24.27,16.6,19.44,2.07,81.97,2010,4,0,0,0,0,0
2010-04-25,20.04,25.04,16.1,18.88,1.65,80.9,2010,4,0,0,0,0,0
2010-04-26,20.49,24.85,16.86,14.85,2.07,78.96,2010,4,0,0,0,0,0
2010-04-27,20.91,26.92,16.49,7.87,2.8,76.81,2010,4,0,0,0,0,0
2010-04-28,21.0,26.36,16.49,12.26,2.04,76.38,2010,4,0,0,0,0,0
2010-04-29,20.76,26.0,17.2,12.3,1.43,82.23,2010,4,0,0,0,0,0
2010-04-30,20.67,25.64,16.33,14.34,1.87,81.18,2010,4,0,0,0,0,0
2010-05-01,20.54,25.89,16.79,20.79,1.64,83.4,2010,5,0,0,0,0,0
2010-05-02,20.57,25.68,16.93,14.0,1.77,80.17,2010,5,0,0,0,0,0
2010-05-03,20.35,24.2,17.34,15.44,1.6,83.85,2010,5,0,0,0,0,0
2010-05-04,21.12,25.87,17.09,12.08,1.1,79.57,2010,5,0,0,0,0,0
2010-05-05,20.36,24.45,16.7,2.12,1.72,76.85,2010,5,0,0,0,0,0
2010-05-06,20.04,25.59,15.07,3.48,2.16,76.77,2010,5,0,0,0,0,0
2010-05-07,20.11,25.19,15.53,2.41,2.6,78.1,2010,5,0,0,0,0,0
2010-05-08,18.32,21.33,15.61,0.31,2.85,81.94,2010,5,0,1,0,0,0
2010-05-09,19.5,23.66,15.87,9.58,2.16,82.5,2010,5,0,0,0,0,0
2010-05-10,18.92,22.14,16.65,8.02,1.62,85.01,2010,5,0,0,0,0,0
2010-05-11,18.9,22.46,16.75,9.43,2.24,85.44,2010,5,0,0,0,0,0
2010-05-12,19.59,24.2,15.94,8.69,1.13,79.67,2010,5,0,0,0,0,0
2010-05-13,20.31,24.7,16.56,7.22,1.16,80.68,2010,5,0,0,0,0,0
2010-05-14,19.21,22.42,16.91,22.27,2.04,83.55,2010,5,0,0,0,0,0
2010-05-15,19.39,23.77,16.52,10.64,2.86,83.06,2010,5,0,0,0,0,0
2010-05-16,18.76,23.36,15.45,6.45,2.05,83.12,2010,5,0,0,0,0,0
2010-05-17,18.57,21.58,16.66,7.18,1.54,86.45,2010,5,0,0,0,0,0
2010-05-18,19.41,23.09,16.05,5.19,1.2,83.04,2010,5,0,0,0,0,0
2010-05-19,20.11,24.05,17.28,11.59,1.19,83.6,2010,5,0,0,0,0,0
2010-05-20,20.43,24.92,16.93,11.18,1.36,82.95,2010,5,0,0,0,0,0
2010-05-21,20.04,26.19,15.07,0.02,3.61,74.49,2010,5,0,1,0,0,0
2010-05-22,20.02,26.26,14.46,0.47,3.54,72.1,2010,5,0,1,0,0,0
2010-05-23,20.85,26.02,15.99,6.0,1.7,76.57,2010,5,0,0,0,0,0
2010-05-24,19.25,22.96,16.16,9.72,2.23,81.35,2010,5,0,0,0,0,0
2010-05-25,20.0,25.28,14.86,1.59,1.85,76.54,2010,5,0,0,0,0,0
2010-05-26,20.02,26.35,15.11,0.13,3.3,72.82,2010,5,0,1,0,0,0
2010-05-27,19.01,25.48,13.5,0.17,3.96,73.05,2010,5,0,1,0,0,0
2010-05-28,19.94,26.05,14.24,0.84,2.62,74.6,2010,5,0,1,0,0,0
2010-05-29,19.91,25.81,15.09,1.1,3.12,75.38,2010,5,0,0,0,0,0
2010-05-30,19.0,25.1,14.39,0.62,3.3,73.62,2010,5,0,1,0,0,0
2010-05-31,18.88,25.11,13.55,0.03,3.25,72.02,2010,5,0,1,0,0,0
2010-06-01,19.43,24.24,14.28,0.98,1.89,72.73,2010,6,0,1,0,0,0
2010-06-02,19.08,23.04,15.47,1.71,1.53,81.13,2010,6,0,0,0,0,0
2010-06-03,18.08,20.38,16.22,3.92,1.29,88.5,2010,6,0,0,0,0,0
2010-06-04,19.94,24.87,15.46,3.77,1.67,78.56,2010,6,0,0,0,0,0
2010-06-05,18.32,20.82,16.34,11.21,1.34,88.62,2010,6,0,0,0,0,0
2010-06-06,19.12,23.68,14.83,6.25,1.2,77.94,2010,6,0,0,0,0,0
2010-06-07,18.57,21.79,16.26,10.66,1.06,83.64,2010,6,0,0,0,0,0
2010-06-08,19.44,24.68,14.74,7.44,1.48,76.4,2010,6,0,0,0,0,0
2010-06-09,19.58,25.52,14.13,0.15,3.0,72.57,2010,6,0,1,0,0,0
2010-06-10,20.13,25.41,14.87,2.14,2.12,74.52,2010,6,0,0,0,0,0
2010-06-11,19.61,24.2,14.8,2.52,1.61,71.73,2010,6,0,0,0,0,0
2010-06-12,19.58,24.39,15.06,4.39,2.1,76.54,2010,6,0,0,0,0,0
2010-06-13,18.52,21.3,15.72,1.34,1.27,80.25,2010,6,0,0,0,0,0
2010-06-14,19.6,23.96,16.03,3.5,1.42,80.43,2010,6,0,0,0,0,0
2010-06-15,17.94,20.03,16.05,4.13,0.73,85.24,2010,6,0,0,0,0,0
2010-06-16,19.29,23.78,14.82,1.45,1.8,77.8,2010,6,0,0,0,0,0
2010-06-17,18.8,23.29,15.02,4.47,2.76,79.47,2010,6,0,0,0,0,0
2010-06-18,18.38,23.7,14.48,4.57,3.32,77.32,2010,6,0,0,0,0,0
2010-06-19,18.44,23.69,14.25,3.07,3.12,76.43,2010,6,0,0,0,0,0
2010-06-20,19.34,24.91,14.19,0.19,2.26,75.02,2010,6,0,1,0,0,0
2010-06-21,19.34,24.27,14.27,0.55,1.8,77.01,2010,6,0,1,0,0,0
2010-06-22,19.38,24.11,15.27,2.64,1.67,75.78,2010,6,0,0,0,0,0
2010-06-23,19.12,24.54,14.59,1.65,2.91,75.0,2010,6,0,0,0,0,0
2010-06-24,18.61,23.71,15.25,2.79,3.61,76.15,2010,6,0,0,0,0,0
2010-06-25,19.1,24.38,14.18,0.77,2.72,72.6,2010,6,0,1,0,0,0
2010-06-26,19.45,24.48,14.3,1.22,2.06,73.71,2010,6,0,0,0,0,0
2010-06-27,19.48,23.06,16.43,9.89,1.37,78.42,2010,6,0,0,0,0,0
2010-06-28,18.38,23.22,14.53,1.98,2.06,77.51,2010,6,0,0,0,0,0
2010-06-29,18.41,23.98,13.19,0.15,3.0,71.78,2010,6,0,1,0,0,0
2010-06-30,19.2,24.54,14.02,0.8,1.96,71.84,2010,6,0,1,0,0,0
2010-07-01,18.86,23.27,14.17,1.52,1.79,71.45,2010,7,0,0,0,0,0
2010-07-02,18.99,23.97,14.7,0.94,2.53,75.18,2010,7,0,1,0,0,0
2010-07-03,18.92,24.16,14.13,2.78,2.67,73.14,2010,7,0,0,0,0,0
2010-07-04,18.16,23.2,12.86,1.44,2.24,70.89,2010,7,0,0,0,0,0
2010-07-05,18.3,23.66,12.7,0.14,1.71,73.74,2010,7,0,1,0,0,0
2010-07-06,18.79,23.64,12.99,0.03,1.65,70.86,2010,7,0,1,0,0,0
2010-07-07,18.58,22.99,14.19,0.14,2.09,76.34,2010,7,0,1,0,0,0
2010-07-08,17.99,22.82,14.67,0.08,3.31,74.0,2010,7,0,1,0,0,0
2010-07-09,18.24,23.17,13.38,0.13,2.27,72.39,2010,7,0,1,0,0,0
2010-07-10,18.79,23.7,14.32,0.02,1.95,75.2,2010,7,0,1,0,0,0
2010-07-11,19.4,23.7,16.08,0.0,1.02,76.05,2010,7,0,1,0,0,1
2010-07-12,19.46,24.79,14.76,0.0,2.02,70.8,2010,7,0,1,0,0,1
2010-07-13,18.85,25.18,13.56,0.0,3.63,67.04,2010,7,0,1,0,0,1
2010-07-14,19.2,25.13,12.26,0.0,2.76,66.85,2010,7,0,1,0,0,1
2010-07-15,17.58,21.54,14.52,3.52,2.26,75.61,2010,7,0,0,0,0,0
2010-07-16,18.97,24.12,13.13,1.0,2.0,69.91,2010,7,0,0,0,0,0
2010-07-17,19.17,23.53,14.48,1.14,1.77,71.45,2010,7,0,0,0,0,0
2010-07-18,19.02,24.21,14.09,0.72,2.35,69.27,2010,7,0,1,0,0,0
2010-07-19,18.96,25.5,13.54,0.27,3.68,68.73,2010,7,0,1,0,0,0
2010-07-20,18.91,24.89,13.02,2.06,2.45,68.79,2010,7,0,0,0,0,0
2010-07-21,18.6,23.29,13.82,7.92,1.4,74.08,2010,7,0,0,0,0,0
2010-07-22,18.18,23.32,13.92,2.88,2.95,72.9,2010,7,0,0,0,0,0
2010-07-23,18.62,23.77,13.14,0.08,2.7,70.02,2010,7,0,1,0,0,0
2010-07-24,18.66,23.11,13.94,2.39,1.53,75.16,2010,7,0,0,0,0,0
2010-07-25,17.45,20.84,15.45,5.27,1.71,85.03,2010,7,0,0,0,0,0
2010-07-26,17.53,20.94,14.71,4.22,1.33,79.23,2010,7,0,0,0,0,0
2010-07-27,19.02,23.85,14.2,2.92,1.64,72.66,2010,7,0,0,0,0,0
2010-07-28,17.64,22.42,14.23,5.33,1.85,77.8,2010,7,0,0,0,0,0
2010-07-29,17.68,21.7,14.62,3.54,1.93,79.57,2010,7,0,0,0,0,0
2010-07-30,18.69,24.11,13.72,4.42,1.8,73.34,2010,7,0,0,0,0,0
2010-07-31,19.25,24.17,13.84,4.38,1.46,73.13,2010,7,0,0,0,0,0
2010-08-01,18.48,22.29,15.47,5.45,2.09,77.78,2010,8,0,0,0,0,0
2010-08-02,19.34,24.85,13.94,2.99,2.12,71.84,2010,8,0,0,0,0,0
2010-08-03,19.21,25.63,12.94,0.63,3.03,67.27,2010,8,0,1,0,0,0
2010-08-04,19.44,25.19,12.82,0.0,2.43,63.52,2010,8,0,1,0,0,0
2010-08-05,20.02,25.44,13.53,0.0,2.06,65.52,2010,8,0,1,0,0,0
2010-08-06,20.21,25.74,14.71,0.02,2.39,65.85,2010,8,0,1,0,0,0
2010-08-07,20.43,25.83,13.93,0.03,2.1,65.86,2010,8,0,1,0,0,0
2010-08-08,20.36,25.08,14.94,0.08,1.91,68.83,2010,8,0,1,0,0,0
2010-08-09,19.53,23.88,15.79,2.25,2.09,72.68,2010,8,0,0,0,0,0
2010-08-10,18.82,23.0,14.88,3.5,2.03,75.17,2010,8,0,0,0,0,0
2010-08-11,19.01,24.55,14.75,0.48,3.14,69.65,2010,8,0,1,0,0,0
2010-08-12,18.6,24.91,12.94,0.08,3.96,63.12,2010,8,0,1,0,0,0
2010-08-13,19.52,25.49,13.06,0.11,2.85,66.34,2010,8,0,1,0,0,0
2010-08-14,19.57,24.64,14.49,0.73,2.6,68.16,2010,8,0,1,0,0,0
2010-08-15,19.79,24.81,14.39,4.01,1.54,70.46,2010,8,0,0,0,0,0
2010-08-16,19.79,25.81,13.8,1.46,1.88,67.16,2010,8,0,0,0,0,0
2010-08-17,20.14,25.09,16.04,1.72,1.54,68.01,2010,8,0,0,0,0,0
2010-08-18,19.72,24.53,14.97,0.69,1.21,68.84,2010,8,0,1,0,0,0
2010-08-19,20.37,26.09,13.89,0.23,1.35,62.36,2010,8,0,1,0,0,0
2010-08-20,20.34,24.88,17.21,2.45,1.96,66.36,2010,8,0,0,0,0,0
2010-08-21,19.96,25.11,15.77,0.66,2.2,69.02,2010,8,0,1,0,0,0
2010-08-22,19.15,23.33,15.1,1.3,1.73,73.53,2010,8,0,0,0,0,0
2010-08-23,19.61,24.78,14.21,2.59,1.77,69.78,2010,8,0,0,0,0,0
2010-08-24,19.98,25.71,14.29,3.73,1.91,68.01,2010,8,0,0,0,0,0
2010-08-25,19.3,23.75,16.21,11.68,1.61,76.57,2010,8,0,0,0,0,0
2010-08-26,17.49,20.49,15.44,7.26,1.3,80.59,2010,8,0,0,0,0,0
2010-08-27,19.57,25.02,13.84,1.1,2.14,70.82,2010,8,0,0,0,0,0
2010-08-28,19.23,23.42,15.2,6.14,1.45,75.77,2010,8,0,0,0,0,0
2010-08-29,18.11,20.85,16.38,4.87,0.79,82.37,2010,8,0,0,0,0,0
2010-08-30,18.82,23.95,15.97,2.47,2.56,75.01,2010,8,0,0,0,0,0
2010-08-31,19.37,25.16,13.28,0.66,2.5,67.36,2010,8,0,1,0,0,0
2010-09-01,19.07,24.44,14.52,2.76,2.16,71.79,2010,9,0,0,0,0,0
2010-09-02,19.04,24.73,14.5,0.67,3.46,68.67,2010,9,0,1,0,0,0
2010-09-03,19.65,24.96,14.62,3.57,2.35,68.8,2010,9,0,0,0,0,0
2010-09-04,20.93,25.99,15.49,3.82,1.69,66.75,2010,9,0,0,0,0,0
2010-09-05,19.48,23.07,16.62,7.07,1.55,77.05,2010,9,0,0,0,0,0
2010-09-06,20.34,25.5,15.61,6.92,1.26,70.69,2010,9,0,0,0,0,0
2010-09-07,20.11,25.65,13.91,1.11,2.15,64.83,2010,9,0,0,0,0,0
2010-09-08,19.95,24.16,16.25,8.53,1.69,75.82,2010,9,0,0,0,0,0
2010-09-09,18.73,22.45,15.71,12.19,1.72,82.15,2010,9,0,0,0,0,0
2010-09-10,19.47,23.88,15.78,9.98,1.23,77.14,2010,9,0,0,0,0,0
2010-09-11,19.3,23.27,16.16,3.73,1.19,78.42,2010,9,0,0,0,0,0
2010-09-12,19.76,24.99,15.64,2.06,2.0,72.84,2010,9,0,0,0,0,0
2010-09-13,20.16,26.67,13.65,0.04,2.34,62.73,2010,9,0,1,0,0,0
2010-09-14,19.8,26.05,13.03,2.44,2.12,66.27,2010,9,0,0,0,0,0
2010-09-15,20.05,24.8,15.5,6.09,2.09,72.33,2010,9,0,0,0,0,0
2010-09-16,20.19,25.54,15.53,1.12,1.54,69.94,2010,9,0,0,0,0,0
2010-09-17,20.75,26.51,14.77,0.88,1.27,67.81,2010,9,0,1,0,0,0
2010-09-18,20.04,25.16,15.29,18.16,1.74,73.32,2010,9,0,0,0,0,0
2010-09-19,18.8,22.94,15.07,21.54,1.49,78.27,2010,9,0,0,0,0,0
2010-09-20,19.19,23.14,15.94,10.51,1.61,78.55,2010,9,0,0,0,0,0
2010-09-21,19.63,24.47,15.14,22.51,1.29,74.35,2010,9,0,0,0,0,0
2010-09-22,19.88,26.25,13.8,1.23,1.7,69.05,2010,9,0,0,0,0,0
2010-09-23,19.5,26.36,13.13,0.01,2.55,64.45,2010,9,0,1,0,0,0
2010-09-24,19.07,25.46,11.57,0.01,2.17,64.8,2010,9,0,1,0,0,0
2010-09-25,19.93,25.23,12.97,0.32,1.49,65.49,2010,9,0,1,0,0,0
2010-09-26,20.26,25.49,14.29,1.65,1.65,68.82,2010,9,0,0,0,0,0
2010-09-27,20.52,25.21,15.87,5.88,1.48,70.43,2010,9,0,0,0,0,0
2010-09-28,20.74,25.94,15.69,4.4,1.6,71.04,2010,9,0,0,0,0,0
2010-09-29,19.85,26.7,13.71,0.07,3.98,62.23,2010,9,0,1,0,0,0
2010-09-30,20.03,26.17,13.07,0.16,2.73,63.94,2010,9,0,1,0,0,0
2010-10-01,19.97,25.37,13.76,1.2,2.26,65.04,2010,10,0,0,0,0,0
2010-10-02,20.67,25.64,15.77,2.72,1.82,70.0,2010,10,0,0,0,0,0
2010-10-03,20.12,23.95,16.73,12.41,1.18,75.15,2010,10,0,0,0,0,0
2010-10-04,21.19,25.21,16.63,8.0,1.37,70.23,2010,10,0,0,0,0,0
2010-10-05,19.89,24.15,17.32,9.96,1.99,78.8,2010,10,0,0,0,0,0
2010-10-06,20.34,25.22,15.53,7.38,1.76,73.18,2010,10,0,0,0,0,0
2010-10-07,19.84,25.06,14.94,4.88,1.12,73.43,2010,10,0,0,0,0,0
2010-10-08,20.25,25.14,16.07,0.3,1.51,72.09,2010,10,0,1,0,0,0
2010-10-09,20.21,25.1,15.36,0.18,1.48,75.34,2010,10,0,1,0,0,0
2010-10-10,19.54,24.59,16.93,0.31,1.24,80.43,2010,10,0,1,0,0,0
2010-10-11,20.02,24.71,16.29,0.28,1.27,76.33,2010,10,0,1,0,0,0
2010-10-12,20.83,26.67,15.83,0.15,1.48,71.51,2010,10,0,1,0,0,0
2010-10-13,21.15,26.56,15.96,3.44,1.4,69.26,2010,10,0,0,0,0,0
2010-10-14,20.45,25.37,15.66,8.44,1.81,70.34,2010,10,0,0,0,0,0
2010-10-15,20.02,24.51,16.61,7.23,1.51,75.34,2010,10,0,0,0,0,0
2010-10-16,19.97,24.48,16.0,0.78,1.26,73.71,2010,10,0,1,0,0,0
2010-10-17,19.67,25.24,15.28,4.29,1.36,75.17,2010,10,0,0,0,0,0
2010-10-18,18.86,23.04,15.4,37.04,1.02,80.49,2010,10,0,0,0,0,0
2010-10-19,18.44,22.74,15.31,8.97,1.47,79.75,2010,10,0,0,0,0,0
2010-10-20,19.3,25.01,14.5,8.33,1.93,73.6,2010,10,0,0,0,0,0
2010-10-21,18.85,23.88,14.93,4.95,1.59,76.77,2010,10,0,0,0,0,0
2010-10-22,18.26,21.63,15.76,6.73,1.36,80.66,2010,10,0,0,0,0,0
2010-10-23,19.87,24.66,15.75,6.15,1.26,75.71,2010,10,0,0,0,0,0
2010-10-24,19.12,23.18,16.58,13.51,0.74,83.2,2010,10,0,0,0,0,0
2010-10-25,19.61,24.57,15.5,7.16,1.72,80.0,2010,10,0,0,0,0,0
2010-10-26,18.09,22.25,15.37,5.01,1.66,85.61,2010,10,0,0,0,0,0
2010-10-27,20.46,26.24,15.31,0.75,1.46,74.59,2010,10,0,1,0,0,0
2010-10-28,20.79,26.99,15.03,0.33,2.2,65.37,2010,10,0,1,0,0,0
2010-10-29,19.9,26.62,14.44,0.19,3.21,64.4,2010,10,0,1,0,0,0
2010-10-30,20.36,26.67,13.27,0.43,1.87,64.9,2010,10,0,1,0,0,0
